year,sex,age,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,continent
1999,female,5-14 years,-0.3226648220306708,0.34,-0.30567477610792054,-0.8775855620482811,Millenials,AS
2000,male,55-74 years,-0.4263010331300309,42.89,-0.30559178882304583,-0.8764207752355117,Silent,AS
2000,male,35-54 years,-0.3468162348101146,30.12,-0.30559178882304583,-0.8764207752355117,Boomers,AS
2000,male,75+ years,-0.4651327214349823,27.67,-0.30559178882304583,-0.8764207752355117,G.I. Generation,AS
2000,male,25-34 years,-0.37501848947262856,24.09,-0.30559178882304583,-0.8764207752355117,Generation X,AS
2000,female,75+ years,-0.4572133076589105,17.77,-0.30559178882304583,-0.8764207752355117,G.I. Generation,AS
2000,male,15-24 years,-0.3480578692305407,16.14,-0.30559178882304583,-0.8764207752355117,Generation X,AS
2000,female,35-54 years,-0.34071082923814894,6.64,-0.30559178882304583,-0.8764207752355117,Boomers,AS
2000,female,55-74 years,-0.41543206655534337,5.92,-0.30559178882304583,-0.8764207752355117,Silent,AS
2000,female,15-24 years,-0.35005772635860194,5.05,-0.30559178882304583,-0.8764207752355117,Generation X,AS
2000,female,25-34 years,-0.37632761236062573,3.49,-0.30559178882304583,-0.8764207752355117,Generation X,AS
2000,male,5-14 years,-0.3187911373749745,2.51,-0.30559178882304583,-0.8764207752355117,Millenials,AS
2000,female,5-14 years,-0.32240151475188994,0.34,-0.30559178882304583,-0.8764207752355117,Millenials,AS
2001,male,75+ years,-0.4645728739199044,43.66,-0.30548486944817693,-0.8747265398714834,Silent,AS
2001,male,55-74 years,-0.4274754347210208,36.5,-0.30548486944817693,-0.8747265398714834,Silent,AS
2001,male,35-54 years,-0.3423361764988179,34.61,-0.30548486944817693,-0.8747265398714834,Boomers,AS
2001,male,25-34 years,-0.37378580238691833,24.04,-0.30548486944817693,-0.8747265398714834,Generation X,AS
2001,male,15-24 years,-0.3449684823722229,24.02,-0.30548486944817693,-0.8747265398714834,Millenials,AS
2001,female,75+ years,-0.45678971526964834,8.63,-0.30548486944817693,-0.8747265398714834,Silent,AS
2001,female,55-74 years,-0.4167636855991975,6.06,-0.30548486944817693,-0.8747265398714834,Silent,AS
2001,female,35-54 years,-0.3360612828435205,5.66,-0.30548486944817693,-0.8747265398714834,Boomers,AS
2001,male,5-14 years,-0.319689961056716,3.7,-0.30548486944817693,-0.8747265398714834,Millenials,AS
2001,female,15-24 years,-0.3469246253792438,3.69,-0.30548486944817693,-0.8747265398714834,Millenials,AS
2001,female,25-34 years,-0.37493975292712906,2.38,-0.30548486944817693,-0.8747265398714834,Generation X,AS
2001,female,5-14 years,-0.3234882324626644,0.35,-0.30548486944817693,-0.8747265398714834,Millenials,AS
2002,male,35-54 years,-0.3387539193167238,36.56,-0.30542947055041286,-0.873985311899721,Boomers,AS
2002,male,55-74 years,-0.4280876880537201,29.38,-0.30542947055041286,-0.873985311899721,Silent,AS
2002,male,25-34 years,-0.3725569498732291,27.36,-0.30542947055041286,-0.873985311899721,Generation X,AS
2002,male,75+ years,-0.4638711472400466,26.46,-0.30542947055041286,-0.873985311899721,Silent,AS
2002,male,15-24 years,-0.34158281091574283,18.88,-0.30542947055041286,-0.873985311899721,Millenials,AS
2002,female,75+ years,-0.4562219429723936,8.31,-0.30542947055041286,-0.873985311899721,Silent,AS
2002,female,55-74 years,-0.41748049492900496,7.56,-0.30542947055041286,-0.873985311899721,Silent,AS
2002,female,35-54 years,-0.3324409355793502,7.35,-0.30542947055041286,-0.873985311899721,Boomers,AS
2002,female,15-24 years,-0.34348757065768126,5.39,-0.30542947055041286,-0.873985311899721,Millenials,AS
2002,male,5-14 years,-0.321769321644681,2.9,-0.30542947055041286,-0.873985311899721,Millenials,AS
2002,female,25-34 years,-0.37363906609757824,2.61,-0.30542947055041286,-0.873985311899721,Generation X,AS
2002,female,5-14 years,-0.32579229897106476,0.35,-0.30542947055041286,-0.873985311899721,Millenials,AS
2003,male,55-74 years,-0.42860970112485663,36.27,-0.3052138885504054,-0.8705438963165385,Silent,AS
2003,male,35-54 years,-0.3351049405814628,28.84,-0.3052138885504054,-0.8705438963165385,Boomers,AS
2003,male,25-34 years,-0.37125958633942996,24.71,-0.3052138885504054,-0.8705438963165385,Generation X,AS
2003,male,15-24 years,-0.33824647761926735,13.61,-0.3052138885504054,-0.8705438963165385,Millenials,AS
2003,male,75+ years,-0.46309375167230604,9.02,-0.3052138885504054,-0.8705438963165385,Silent,AS
2003,female,15-24 years,-0.34007965868347895,5.44,-0.3052138885504054,-0.8705438963165385,Millenials,AS
2003,female,55-74 years,-0.41808201146004526,5.25,-0.3052138885504054,-0.8705438963165385,Silent,AS
2003,female,35-54 years,-0.32865979192842937,4.83,-0.3052138885504054,-0.8705438963165385,Boomers,AS
2003,female,75+ years,-0.45557466721523504,4.79,-0.3052138885504054,-0.8705438963165385,Silent,AS
2003,female,25-34 years,-0.3723800482839899,2.83,-0.3052138885504054,-0.8705438963165385,Generation X,AS
2003,male,5-14 years,-0.32406725283784765,1.91,-0.3052138885504054,-0.8705438963165385,Millenials,AS
2003,female,5-14 years,-0.32833743224052375,0.36,-0.3052138885504054,-0.8705438963165385,Millenials,AS
2004,male,55-74 years,-0.4285892500740775,30.91,-0.30501264988678223,-0.8673672050089855,Silent,AS
2004,male,35-54 years,-0.331639765665079,26.3,-0.30501264988678223,-0.8673672050089855,Boomers,AS
2004,male,75+ years,-0.4623672280933785,24.92,-0.30501264988678223,-0.8673672050089855,Silent,AS
2004,male,25-34 years,-0.36971067488104786,19.82,-0.30501264988678223,-0.8673672050089855,Generation X,AS
2004,male,15-24 years,-0.33504895582995503,12.92,-0.30501264988678223,-0.8673672050089855,Millenials,AS
2004,female,75+ years,-0.4548573466091581,10.69,-0.30501264988678223,-0.8673672050089855,Silent,AS
2004,female,35-54 years,-0.3249448585544058,5.75,-0.30501264988678223,-0.8673672050089855,Boomers,AS
2004,female,15-24 years,-0.33675508474120147,3.41,-0.30501264988678223,-0.8673672050089855,Millenials,AS
2004,female,25-34 years,-0.3709735272666573,2.03,-0.30501264988678223,-0.8673672050089855,Generation X,AS
2004,female,55-74 years,-0.4181773644843028,1.91,-0.30501264988678223,-0.8673672050089855,Silent,AS
2004,male,5-14 years,-0.3264244920782737,1.76,-0.30501264988678223,-0.8673672050089855,Millenials,AS
2004,female,5-14 years,-0.33085802424904787,0.91,-0.30501264988678223,-0.8673672050089855,Millenials,AS
2005,male,25-34 years,-0.3683834016854842,26.01,-0.30484154985554585,-0.8647729071078171,Generation X,AS
2005,male,75+ years,-0.46216118375677906,24.38,-0.30484154985554585,-0.8647729071078171,Silent,AS
2005,male,35-54 years,-0.3285184240399188,24.3,-0.30484154985554585,-0.8647729071078171,Boomers,AS
2005,male,55-74 years,-0.4281948004321756,21.2,-0.30484154985554585,-0.8647729071078171,Silent,AS
2005,male,15-24 years,-0.3321213879109268,15.03,-0.30484154985554585,-0.8647729071078171,Millenials,AS
2005,female,15-24 years,-0.3340491550849917,4.83,-0.30484154985554585,-0.8647729071078171,Millenials,AS
2005,female,25-34 years,-0.36950463054444843,4.76,-0.30484154985554585,-0.8647729071078171,Generation X,AS
2005,female,35-54 years,-0.32165632958912643,3.92,-0.30484154985554585,-0.8647729071078171,Boomers,AS
2005,female,55-74 years,-0.4176660882148253,3.79,-0.30484154985554585,-0.8647729071078171,Silent,AS
2005,male,5-14 years,-0.3293778794489105,3.24,-0.30484154985554585,-0.8647729071078171,Millenials,AS
2005,female,75+ years,-0.4540137407645202,2.91,-0.30484154985554585,-0.8647729071078171,Silent,AS
2005,female,5-14 years,-0.3338975616710917,1.11,-0.30484154985554585,-0.8647729071078171,Millenials,AS
2006,male,75+ years,-0.4618572300145747,34.11,-0.30458431382482476,-0.860696153263124,Silent,AS
2006,male,25-34 years,-0.36738794678881154,26.0,-0.30458431382482476,-0.860696153263124,Generation X,AS
2006,male,35-54 years,-0.3255021496881363,22.57,-0.30458431382482476,-0.860696153263124,Boomers,AS
2006,male,55-74 years,-0.4275339758538759,15.08,-0.30458431382482476,-0.860696153263124,Silent,AS
2006,male,15-24 years,-0.3298308702236676,14.07,-0.30458431382482476,-0.860696153263124,Millenials,AS
2006,female,75+ years,-0.4537619372018026,10.03,-0.30458431382482476,-0.860696153263124,Silent,AS
2006,female,55-74 years,-0.41701472224751096,7.49,-0.30458431382482476,-0.860696153263124,Silent,AS
2006,female,15-24 years,-0.33216305692688924,6.23,-0.30458431382482476,-0.860696153263124,Millenials,AS
2006,female,35-54 years,-0.3184288981380497,3.67,-0.30458431382482476,-0.860696153263124,Boomers,AS
2006,female,25-34 years,-0.36810731249996637,3.21,-0.30458431382482476,-0.860696153263124,Generation X,AS
2006,male,5-14 years,-0.3326242281219579,2.58,-0.30458431382482476,-0.860696153263124,Millenials,AS
2006,female,5-14 years,-0.33716666213813085,0.95,-0.30458431382482476,-0.860696153263124,Millenials,AS
2007,male,35-54 years,-0.32304725668024004,22.72,-0.30391811223611376,-0.8498954028174435,Boomers,AS
2007,male,25-34 years,-0.36687948253881614,20.99,-0.30391811223611376,-0.8498954028174435,Generation X,AS
2007,male,55-74 years,-0.4267215578616762,19.37,-0.30391811223611376,-0.8498954028174435,Silent,AS
2007,male,15-24 years,-0.32833436458290693,16.06,-0.30391811223611376,-0.8498954028174435,Millenials,AS
2007,male,75+ years,-0.4616307346271961,10.26,-0.30391811223611376,-0.8498954028174435,Silent,AS
2007,female,75+ years,-0.45355717105587684,9.92,-0.30391811223611376,-0.8498954028174435,Silent,AS
2007,female,15-24 years,-0.33072918262913953,7.44,-0.30391811223611376,-0.8498954028174435,Millenials,AS
2007,female,35-54 years,-0.3157268030538611,5.08,-0.30391811223611376,-0.8498954028174435,Boomers,AS
2007,female,25-34 years,-0.36722127072496186,4.65,-0.30391811223611376,-0.8498954028174435,Generation X,AS
2007,male,5-14 years,-0.33557096890109156,3.76,-0.30391811223611376,-0.8498954028174435,Generation Z,AS
2007,female,55-74 years,-0.4161217782428685,3.69,-0.30391811223611376,-0.8498954028174435,Silent,AS
2007,female,5-14 years,-0.34017219968825435,1.95,-0.30391811223611376,-0.8498954028174435,Generation Z,AS
2008,male,35-54 years,-0.3208316409664592,22.38,-0.30299806378643673,-0.834964953671944,Boomers,AS
2008,male,25-34 years,-0.36635261234311955,22.35,-0.30299806378643673,-0.834964953671944,Generation X,AS
2008,male,55-74 years,-0.4255977726213646,21.67,-0.30299806378643673,-0.834964953671944,Silent,AS
2008,male,75+ years,-0.46154637404273235,20.34,-0.30299806378643673,-0.834964953671944,Silent,AS
2008,male,15-24 years,-0.3272596618644652,15.76,-0.30299806378643673,-0.834964953671944,Millenials,AS
2008,female,75+ years,-0.45359168220406654,9.94,-0.30299806378643673,-0.834964953671944,Silent,AS
2008,female,25-34 years,-0.3663329282067447,6.07,-0.30299806378643673,-0.834964953671944,Generation X,AS
2008,female,55-74 years,-0.4147666404906184,5.4,-0.30299806378643673,-0.834964953671944,Silent,AS
2008,female,35-54 years,-0.31338745848286675,5.17,-0.30299806378643673,-0.834964953671944,Boomers,AS
2008,male,5-14 years,-0.3378279979927,3.63,-0.30299806378643673,-0.834964953671944,Generation Z,AS
2008,female,15-24 years,-0.32984902053123405,3.25,-0.30299806378643673,-0.834964953671944,Millenials,AS
2008,female,5-14 years,-0.3426723406459994,0.0,-0.30299806378643673,-0.834964953671944,Generation Z,AS
2009,male,25-34 years,-0.3642397631595038,25.72,-0.3033075660149239,-0.8412653914319244,Generation X,AS
2009,male,35-54 years,-0.32067135585597806,23.04,-0.3033075660149239,-0.8412653914319244,Boomers,AS
2009,male,55-74 years,-0.42488173020596137,14.23,-0.3033075660149239,-0.8412653914319244,Silent,AS
2009,male,15-24 years,-0.31857435623671604,13.36,-0.3033075660149239,-0.8412653914319244,Millenials,AS
2009,male,75+ years,-0.46228312314704945,10.98,-0.3033075660149239,-0.8412653914319244,Silent,AS
2009,female,15-24 years,-0.3204382138770963,6.26,-0.3033075660149239,-0.8412653914319244,Millenials,AS
2009,female,25-34 years,-0.365581096452478,5.06,-0.3033075660149239,-0.8412653914319244,Generation X,AS
2009,female,75+ years,-0.45525000678411687,4.69,-0.3033075660149239,-0.8412653914319244,Silent,AS
2009,female,55-74 years,-0.41221741701100356,4.3,-0.3033075660149239,-0.8412653914319244,Silent,AS
2009,female,35-54 years,-0.3112592710111666,3.35,-0.3033075660149239,-0.8412653914319244,Boomers,AS
2009,male,5-14 years,-0.3358363212849504,1.51,-0.3033075660149239,-0.8412653914319244,Generation Z,AS
2009,female,5-14 years,-0.3408652346715311,0.78,-0.3033075660149239,-0.8412653914319244,Generation Z,AS
2010,male,25-34 years,-0.3616823592595773,28.37,-0.3032358166866937,-0.8405241634601619,Generation X,AS
2010,male,75+ years,-0.4621880257609266,27.16,-0.3032358166866937,-0.8405241634601619,Silent,AS
2010,male,35-54 years,-0.31894452025581776,21.94,-0.3032358166866937,-0.8405241634601619,Generation X,AS
2010,male,55-74 years,-0.42314262397533364,20.05,-0.3032358166866937,-0.8405241634601619,Silent,AS
2010,male,15-24 years,-0.3188793325314594,14.4,-0.3032358166866937,-0.8405241634601619,Millenials,AS
2010,female,75+ years,-0.4551845634216237,9.34,-0.3032358166866937,-0.8405241634601619,Silent,AS
2010,female,15-24 years,-0.32112485790700457,6.8,-0.3032358166866937,-0.8405241634601619,Millenials,AS
2010,female,55-74 years,-0.41013243238407426,4.57,-0.3032358166866937,-0.8405241634601619,Silent,AS
2010,female,35-54 years,-0.309194226158747,4.25,-0.3032358166866937,-0.8405241634601619,Generation X,AS
2010,female,25-34 years,-0.36314000790385764,4.01,-0.3032358166866937,-0.8405241634601619,Generation X,AS
2010,male,5-14 years,-0.33695218174308506,1.52,-0.3032358166866937,-0.8405241634601619,Generation Z,AS
2010,female,5-14 years,-0.3419662681178509,0.79,-0.3032358166866937,-0.8405241634601619,Generation Z,AS
2011,male,35-54 years,-0.31743267632697275,22.39,-0.3022703525404829,-0.8255937143146624,Generation X,AS
2011,male,75+ years,-0.46197916940484507,21.26,-0.3022703525404829,-0.8255937143146624,Silent,AS
2011,male,25-34 years,-0.3590007152261678,20.89,-0.3022703525404829,-0.8255937143146624,Millenials,AS
2011,male,55-74 years,-0.42141502146076915,18.34,-0.3022703525404829,-0.8255937143146624,Boomers,AS
2011,male,15-24 years,-0.3205049354302631,13.87,-0.3022703525404829,-0.8255937143146624,Millenials,AS
2011,female,15-24 years,-0.32314772246719237,8.09,-0.3022703525404829,-0.8255937143146624,Millenials,AS
2011,female,75+ years,-0.45490694040729746,7.66,-0.3022703525404829,-0.8255937143146624,Silent,AS
2011,female,25-34 years,-0.36045069472640595,4.14,-0.3022703525404829,-0.8255937143146624,Millenials,AS
2011,female,35-54 years,-0.3075566082676105,3.74,-0.3022703525404829,-0.8255937143146624,Generation X,AS
2011,female,55-74 years,-0.4080482146715492,3.62,-0.3022703525404829,-0.8255937143146624,Boomers,AS
2011,male,5-14 years,-0.3373571125485112,1.9,-0.3022703525404829,-0.8255937143146624,Generation Z,AS
2011,female,5-14 years,-0.34230013152181976,0.99,-0.3022703525404829,-0.8255937143146624,Generation Z,AS
2012,male,25-34 years,-0.35475354325561814,26.04,-0.30199010280503796,-0.8220993538763541,Millenials,AS
2012,male,55-74 years,-0.4193637810676254,23.49,-0.30199010280503796,-0.8220993538763541,Boomers,AS
2012,male,35-54 years,-0.31548011225383815,23.09,-0.30199010280503796,-0.8220993538763541,Generation X,AS
2012,male,75+ years,-0.46175932060896974,15.59,-0.30199010280503796,-0.8220993538763541,Silent,AS
2012,female,75+ years,-0.4545556936101664,15.0,-0.30199010280503796,-0.8220993538763541,Silent,AS
2012,male,15-24 years,-0.3225301007336635,12.52,-0.30199010280503796,-0.8220993538763541,Millenials,AS
2012,female,15-24 years,-0.3258158176794607,7.01,-0.30199010280503796,-0.8220993538763541,Millenials,AS
2012,female,35-54 years,-0.3058844792282843,5.55,-0.30199010280503796,-0.8220993538763541,Generation X,AS
2012,female,25-34 years,-0.35605908720972895,5.09,-0.30199010280503796,-0.8220993538763541,Millenials,AS
2012,female,55-74 years,-0.4055439835036484,3.87,-0.30199010280503796,-0.8220993538763541,Boomers,AS
2012,male,5-14 years,-0.33579976503168274,2.82,-0.30199010280503796,-0.8220993538763541,Generation Z,AS
2012,female,5-14 years,-0.3407501975108987,0.59,-0.30199010280503796,-0.8220993538763541,Generation Z,AS
2013,male,35-54 years,-0.31334067670420956,20.35,-0.30148798210824906,-0.8155341918407444,Generation X,AS
2013,male,55-74 years,-0.41667344533763473,18.15,-0.30148798210824906,-0.8155341918407444,Boomers,AS
2013,male,25-34 years,-0.34978419355443147,17.63,-0.30148798210824906,-0.8155341918407444,Millenials,AS
2013,male,15-24 years,-0.32446093556534533,12.86,-0.30148798210824906,-0.8155341918407444,Millenials,AS
2013,male,75+ years,-0.4615128854470816,12.67,-0.30148798210824906,-0.8155341918407444,Silent,AS
2013,female,15-24 years,-0.32849746171287025,6.61,-0.30148798210824906,-0.8155341918407444,Millenials,AS
2013,female,75+ years,-0.45409963517779245,5.84,-0.30148798210824906,-0.8155341918407444,Silent,AS
2013,female,25-34 years,-0.3508931517829282,4.02,-0.30148798210824906,-0.8155341918407444,Millenials,AS
2013,male,5-14 years,-0.33361891610422645,3.89,-0.30148798210824906,-0.8155341918407444,Generation Z,AS
2013,female,55-74 years,-0.40229303334417565,2.95,-0.30148798210824906,-0.8155341918407444,Boomers,AS
2013,female,35-54 years,-0.3040208772260388,2.75,-0.30148798210824906,-0.8155341918407444,Generation X,AS
2013,female,5-14 years,-0.3386905210593085,2.12,-0.30148798210824906,-0.8155341918407444,Generation Z,AS
2014,male,35-54 years,-0.31125543643914555,23.12,-0.3013964383129484,-0.8154283021304927,Generation X,AS
2014,male,25-34 years,-0.34503239190590757,18.78,-0.3013964383129484,-0.8154283021304927,Millenials,AS
2014,male,55-74 years,-0.4135699983819063,16.3,-0.3013964383129484,-0.8154283021304927,Boomers,AS
2014,male,75+ years,-0.46120535277099084,14.76,-0.3013964383129484,-0.8154283021304927,Silent,AS
2014,male,15-24 years,-0.32662056652761834,10.76,-0.3013964383129484,-0.8154283021304927,Millenials,AS
2014,female,75+ years,-0.4535060434289291,5.65,-0.3013964383129484,-0.8154283021304927,Silent,AS
2014,female,15-24 years,-0.33126806781716883,5.28,-0.3013964383129484,-0.8154283021304927,Millenials,AS
2014,female,25-34 years,-0.34596751620278193,4.48,-0.3013964383129484,-0.8154283021304927,Millenials,AS
2014,female,35-54 years,-0.3022063577456631,4.38,-0.3013964383129484,-0.8154283021304927,Generation X,AS
2014,female,55-74 years,-0.39869083638757186,3.86,-0.3013964383129484,-0.8154283021304927,Boomers,AS
2014,male,5-14 years,-0.3308186559762981,2.91,-0.3013964383129484,-0.8154283021304927,Generation Z,AS
2014,female,5-14 years,-0.3362121093430163,1.51,-0.3013964383129484,-0.8154283021304927,Generation Z,AS
2015,male,35-54 years,-0.30913773013096973,21.09,-0.30193985658513967,-0.8249583760531519,Generation X,AS
2015,male,55-74 years,-0.40997086908291935,15.35,-0.30193985658513967,-0.8249583760531519,Boomers,AS
2015,male,25-34 years,-0.34036571775625163,13.25,-0.30193985658513967,-0.8249583760531519,Millenials,AS
2015,male,75+ years,-0.4610588721197855,12.13,-0.30193985658513967,-0.8249583760531519,Silent,AS
2015,male,15-24 years,-0.3292076244511745,11.67,-0.30193985658513967,-0.8249583760531519,Millenials,AS
2015,female,15-24 years,-0.3342002372226224,6.51,-0.30193985658513967,-0.8249583760531519,Millenials,AS
2015,female,75+ years,-0.45312309750309043,5.53,-0.30193985658513967,-0.8249583760531519,Silent,AS
2015,female,35-54 years,-0.3004355523863278,3.73,-0.30193985658513967,-0.8249583760531519,Generation X,AS
2015,male,5-14 years,-0.3258955767774992,3.16,-0.30193985658513967,-0.8249583760531519,Generation Z,AS
2015,female,25-34 years,-0.3412760451540563,2.35,-0.30193985658513967,-0.8249583760531519,Millenials,AS
2015,female,55-74 years,-0.3946251674926867,2.32,-0.30193985658513967,-0.8249583760531519,Boomers,AS
2015,female,5-14 years,-0.3316471791709864,1.28,-0.30193985658513967,-0.8249583760531519,Generation Z,AS
1995,male,55-74 years,-0.41955167509665836,117.39,-0.30255199452970943,-0.763912958093007,Silent,EU
1995,male,35-54 years,-0.39191719273139913,108.76,-0.30255199452970943,-0.763912958093007,Boomers,EU
1995,male,75+ years,-0.46364925333909335,106.11,-0.30255199452970943,-0.763912958093007,G.I. Generation,EU
1995,male,25-34 years,-0.42476669304532894,79.69,-0.30255199452970943,-0.763912958093007,Generation X,EU
1995,female,75+ years,-0.4490011882185628,38.46,-0.30255199452970943,-0.763912958093007,G.I. Generation,EU
1995,male,15-24 years,-0.4276554039678768,37.81,-0.30255199452970943,-0.763912958093007,Generation X,EU
1995,female,35-54 years,-0.38291873038859503,23.35,-0.30255199452970943,-0.763912958093007,Boomers,EU
1995,female,55-74 years,-0.39038336392296663,19.2,-0.30255199452970943,-0.763912958093007,Silent,EU
1995,female,25-34 years,-0.42609601134597047,6.74,-0.30255199452970943,-0.763912958093007,Generation X,EU
1995,female,15-24 years,-0.42908697752241387,6.01,-0.30255199452970943,-0.763912958093007,Generation X,EU
1995,male,5-14 years,-0.42256820508657567,1.56,-0.30255199452970943,-0.763912958093007,Millenials,EU
1995,female,5-14 years,-0.42453661872406406,0.54,-0.30255199452970943,-0.763912958093007,Millenials,EU
1996,male,55-74 years,-0.4191682178945502,106.78,-0.302427011792416,-0.7592538108419291,Silent,EU
1996,male,75+ years,-0.4637515085929888,100.98,-0.302427011792416,-0.7592538108419291,G.I. Generation,EU
1996,male,35-54 years,-0.3922495223065595,98.26,-0.302427011792416,-0.7592538108419291,Boomers,EU
1996,male,25-34 years,-0.4251501502474371,63.84,-0.302427011792416,-0.7592538108419291,Generation X,EU
1996,male,15-24 years,-0.42826893549124984,38.94,-0.302427011792416,-0.7592538108419291,Generation X,EU
1996,female,75+ years,-0.4490778796589844,27.24,-0.302427011792416,-0.7592538108419291,G.I. Generation,EU
1996,female,35-54 years,-0.38335331521765087,20.86,-0.302427011792416,-0.7592538108419291,Boomers,EU
1996,female,55-74 years,-0.389897651466963,19.09,-0.302427011792416,-0.7592538108419291,Silent,EU
1996,female,25-34 years,-0.42673510668281733,10.26,-0.302427011792416,-0.7592538108419291,Generation X,EU
1996,female,15-24 years,-0.4296493814188391,3.66,-0.302427011792416,-0.7592538108419291,Generation X,EU
1996,male,5-14 years,-0.4228494070347883,2.1,-0.302427011792416,-0.7592538108419291,Millenials,EU
1996,female,5-14 years,-0.42486894829922445,0.0,-0.302427011792416,-0.7592538108419291,Millenials,EU
1997,male,75+ years,-0.4637003809660411,113.27,-0.30204476923535184,-0.7462823213360874,G.I. Generation,EU
1997,male,55-74 years,-0.41883588831938984,97.38,-0.30204476923535184,-0.7462823213360874,Silent,EU
1997,male,35-54 years,-0.39217283086613786,94.95,-0.30204476923535184,-0.7462823213360874,Boomers,EU
1997,male,25-34 years,-0.42555917126301906,59.97,-0.30204476923535184,-0.7462823213360874,Generation X,EU
1997,male,15-24 years,-0.4285245736259886,38.58,-0.30204476923535184,-0.7462823213360874,Generation X,EU
1997,female,75+ years,-0.44871998627035015,33.52,-0.30204476923535184,-0.7462823213360874,G.I. Generation,EU
1997,female,55-74 years,-0.38979539621306747,19.69,-0.30204476923535184,-0.7462823213360874,Silent,EU
1997,female,35-54 years,-0.38360895335238965,16.56,-0.30204476923535184,-0.7462823213360874,Boomers,EU
1997,female,25-34 years,-0.4273997658331381,10.41,-0.30204476923535184,-0.7462823213360874,Generation X,EU
1997,female,15-24 years,-0.42982832811315624,5.51,-0.30204476923535184,-0.7462823213360874,Generation X,EU
1997,female,5-14 years,-0.42555917126301906,1.67,-0.30204476923535184,-0.7462823213360874,Millenials,EU
1997,male,5-14 years,-0.4235396299985829,1.06,-0.30204476923535184,-0.7462823213360874,Millenials,EU
1998,male,35-54 years,-0.39178937366402977,98.98,-0.30159808212582456,-0.7309283133495809,Boomers,EU
1998,male,75+ years,-0.46364925333909335,86.82,-0.30159808212582456,-0.7309283133495809,G.I. Generation,EU
1998,male,55-74 years,-0.41883588831938984,84.3,-0.30159808212582456,-0.7309283133495809,Silent,EU
1998,male,25-34 years,-0.4260448837190227,58.92,-0.30159808212582456,-0.7309283133495809,Generation X,EU
1998,male,15-24 years,-0.42819224405082823,34.16,-0.30159808212582456,-0.7309283133495809,Generation X,EU
1998,female,75+ years,-0.44810645474697713,26.12,-0.30159808212582456,-0.7309283133495809,G.I. Generation,EU
1998,female,35-54 years,-0.38350669809849414,17.7,-0.30159808212582456,-0.7309283133495809,Boomers,EU
1998,female,55-74 years,-0.3904856191768621,14.81,-0.30159808212582456,-0.7309283133495809,Silent,EU
1998,female,15-24 years,-0.42941930709757425,8.48,-0.30159808212582456,-0.7309283133495809,Generation X,EU
1998,female,25-34 years,-0.42819224405082823,8.24,-0.30159808212582456,-0.7309283133495809,Generation X,EU
1998,male,5-14 years,-0.4248945121126983,2.74,-0.30159808212582456,-0.7309283133495809,Millenials,EU
1998,female,5-14 years,-0.42683736193671284,0.57,-0.30159808212582456,-0.7309283133495809,Millenials,EU
1999,male,75+ years,-0.46352143427172393,98.1,-0.30135165942546854,-0.7220865225435582,G.I. Generation,EU
1999,male,55-74 years,-0.4191682178945502,83.86,-0.30135165942546854,-0.7220865225435582,Silent,EU
1999,male,35-54 years,-0.39117584214065676,81.06,-0.30135165942546854,-0.7220865225435582,Boomers,EU
1999,male,25-34 years,-0.4264539047346047,53.23,-0.30135165942546854,-0.7220865225435582,Generation X,EU
1999,female,75+ years,-0.44733954034276086,30.56,-0.30135165942546854,-0.7220865225435582,G.I. Generation,EU
1999,male,15-24 years,-0.42755314871398137,23.22,-0.30135165942546854,-0.7220865225435582,Generation X,EU
1999,female,55-74 years,-0.391533735529291,17.88,-0.30135165942546854,-0.7220865225435582,Silent,EU
1999,female,35-54 years,-0.383123240896386,17.62,-0.30135165942546854,-0.7220865225435582,Boomers,EU
1999,female,15-24 years,-0.42870352032030573,7.75,-0.30135165942546854,-0.7220865225435582,Generation X,EU
1999,female,25-34 years,-0.4287546479472535,6.56,-0.30135165942546854,-0.7220865225435582,Generation X,EU
1999,male,5-14 years,-0.42673510668281733,0.57,-0.30135165942546854,-0.7220865225435582,Millenials,EU
1999,female,5-14 years,-0.4286268288798841,0.0,-0.30135165942546854,-0.7220865225435582,Millenials,EU
2000,male,75+ years,-0.46364030600437744,118.84,-0.3010733376067462,-0.7080031910800728,G.I. Generation,EU
2000,male,35-54 years,-0.3932434433744238,86.46,-0.3010733376067462,-0.7080031910800728,Boomers,EU
2000,male,55-74 years,-0.4196309229184274,86.08,-0.3010733376067462,-0.7080031910800728,Silent,EU
2000,male,25-34 years,-0.43021485297288126,51.27,-0.3010733376067462,-0.7080031910800728,Generation X,EU
2000,female,75+ years,-0.4467354674303732,31.87,-0.3010733376067462,-0.7080031910800728,G.I. Generation,EU
2000,male,15-24 years,-0.42733074353675865,30.61,-0.3010733376067462,-0.7080031910800728,Generation X,EU
2000,female,55-74 years,-0.3930634741275677,18.88,-0.3010733376067462,-0.7080031910800728,Silent,EU
2000,female,35-54 years,-0.3846974605301073,11.47,-0.3010733376067462,-0.7080031910800728,Boomers,EU
2000,female,25-34 years,-0.43024501827278044,9.27,-0.3010733376067462,-0.7080031910800728,Generation X,EU
2000,female,15-24 years,-0.42891953454416,4.79,-0.3010733376067462,-0.7080031910800728,Generation X,EU
2000,male,5-14 years,-0.42945151750255134,3.03,-0.3010733376067462,-0.7080031910800728,Millenials,EU
2000,female,5-14 years,-0.4311852553323496,0.63,-0.3010733376067462,-0.7080031910800728,Millenials,EU
